Date,Agency,Category,Information,Link
7. October 2024,European Medicines Agency,Guidance,Guidance on the details of the classification of variations veterinary products,
7. October 2024,European Medicines Agency,Reflection paper,Artificial Intelligence (AI) in the medicinal product lifecycle,
7. October 2024,European Medicines Agency,Guidance,Risk management for elemental impurities in veterinaryÃƒâ€šÃ‚medicinal products V3,
7. October 2024,European Medicines Agency,Guidance,"Quality and equivalence of locally applied, locally acting cutaneous products",
7. October 2024,European Medicines Agency,Guidance,Overview of comments received on quality and equivalence of topical products,
7. October 2024,European Medicines Agency,Guidance,Q&A low global warming potential propellants pressurised metered dose inhalers,
7. October 2024,European Medicines Agency,Meeting,Pharmacovigilance Risk Assessment Committee 30 September-3 October 2024,
7. October 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Medicines: reclassify your product,
7. October 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Apply for manufacturer or wholesaler of medicines licences,
7. October 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Pre-submission Advice & Support,
7. October 2024,Department of Health The Government of the Hong Kong,Guidance,New arrangement of Processing of Renewal Application of Listed Medical Device,
7. October 2024,Swissmedic,Deadline,swissdamed: Deadline on 13 November 2024,
7. October 2024,Swissmedic,Guidance,Summary report on authorisation,
7. October 2024,Swissmedic,Guidance,Transfer of marketing authorisation,
7. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Understanding product standards for unapproved therapeutic vapes in Australia,
7. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Guidance supporting updated MDSO instrument,
7. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Special Access Scheme (SAS): Accessing unapproved therapeutic goods,
7. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Product standards: unapproved therapeutic vapes,
7. October 2024,"Therapeutic Goods Administration (TGA), Australia",Updates,Updates to the Prescribing Medicines in Pregnancy database - September 2024,
7. October 2024,Ministry of Health TÃƒÆ’Ã‚Â¼rkiye,Guidance,"Sale, Advertising, and Promotion of Medical Devices",
7. October 2024,USA Food & Drug Administration FDA,Guidance,Dental Impression Materials ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“Criteria for Safety & Performance,
7. October 2024,USA Food & Drug Administration FDA,Guidance,Dental Ceramics ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Criteria for Safety & Performance,
7. October 2024,USA Food & Drug Administration FDA,Guidance,Dental Cements - Criteria for Safety & Performance,
7. October 2024,USA Food & Drug Administration FDA,Guidance,Air Powered Dental Handpieces & Motors Criteria for Safety & Performance,
7. October 2024,USA Food & Drug Administration FDA,Guidance,Studies to Evaluate Residues of Veterinary Drugs in Human Food,
7. October 2024,USA Food & Drug Administration FDA,Report,CDERÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Office of Medical Policy 2023 Annual Report,
7. October 2024,USA Food & Drug Administration FDA,Report,GDUFA Outcomes Support Development and Evaluation of Generic Drugs,
7. October 2024,USA Food & Drug Administration FDA,Guidance,"Q&A Electronic Systems, Records, and Signatures in Clinical Investigations",
7. October 2024,USA Food & Drug Administration FDA,Guidance,Total Product Life Cycle Advisory Program (TAP) Engagement Tips,
7. October 2024,USA Food & Drug Administration FDA,Updated,Total Product Life Cycle Advisory Program (TAP),
7. October 2024,USA Food & Drug Administration FDA,Snapshot,Clinical Pharmacology Considerations - Radiolabeled Mass Balance Studies,
7. October 2024,World Health Organisation WHO,Report,Responsible use of the life sciences and dual-use research,
7. October 2024,World Health Organisation WHO,Guidance,Guidance for best practices for clinical trials,
30. September 2024,ANVISA Brazil,Regulation,"925 Manufacture, marketing, import, of customized medical devices",
30. September 2024,ANVISA Brazil,Regulation,909 Registration of products in development or technology transfer,
30. September 2024,"East Africa Regulatory Affairs Association (EARAPA) NDA, Uganda",Circular,Fast-track Assessment of Variations (Ammendments) & CTD Dossier Applications.,
30. September 2024,Egyptian Drug Authority,Update,Technical Committee for Drug Control on 8/8/2024 on biopharmaceuticals,
30. September 2024,Egyptian Drug Authority,Announcement,Important announcement for importers of dental implants,
30. September 2024,Egyptian Drug Authority,Guidance,Release of Biological Preparations,
30. September 2024,Egyptian Drug Authority,Guidance,"Non-commercial samples of medical, laborator, diagnostic supplies & devices",
30. September 2024,Egyptian Drug Authority,Tool,EDA API Searching Tool,
30. September 2024,European Commission,Guidance,Validity of clinical studies for joint clinical assessments,
30. September 2024,European Commission,Guidance,MDCG 2021-4 rev.1 - transitional provisions class D IVDR,
30. September 2024,European Medicines Agency,Guidance,Guide to information on human medicines evaluated by EMA,
30. September 2024,European Medicines Agency,Guidance,QRD statements-metered dose inhalers containing fluorinated greenhouse gases,
30. September 2024,European Medicines Agency,Newsflash,CTIS newsflash ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 24. September 2024,
30. September 2024,European Medicines Agency,Guidance,Compilation of Union procedures on inspections and exchange of information,
30. September 2024,European Medicines Agency,Guidance,Important medical event terms list (MedDRA version 27.1),
30. September 2024,European Medicines Agency,Guidance,List of eligible industry stakeholder organisations,
30. September 2024,European Medicines Agency,Guidance,Advice on substances essential for the treatment of equine species,
30. September 2024,"Health Sciences Authority (HSA), Singapore",Guidance,Specification Package v1.0 for Electronic Common Technical Document (eCTD),
30. September 2024,Medicines and Healthcare products Regulatory Agency,Guidance,AI Airlock: the regulatory sandbox for AIaMD,
30. September 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical investigations guidance,
30. September 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Access New Active Substance and Biosimilar Work Sharing Initiatives,
30. September 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Apply to release a vaccine or a blood product to market,
30. September 2024,Medical Dictionary for Regulatory Activities,Guidance,MedDRA Latest Versions and Support Documentation,
30. September 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Guideline for Akkermansia muciniphila strain ATCC BAA-835,
30. September 2024,USA Food & Drug Administration FDA,Guidance,The Accreditation Scheme for Conformity Assessment (ASCA) Program,
30. September 2024,USA Food & Drug Administration FDA,Guidance,Biocompatibility Testing of Medical Devices ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“(ASCA) Program,
30. September 2024,USA Food & Drug Administration FDA,Guidance,Safety and Essential Performance of Medical Electrical Equipment (ASCA),
30. September 2024,USA Food & Drug Administration FDA,Report,FDA Information Technology Strategy for Fiscal Years 2024 to 2027,
30. September 2024,USA Food & Drug Administration FDA,Guidance,Circular of Information for the Use of Human Blood and Blood Components,
30. September 2024,USA Food & Drug Administration FDA,Guidance,FDA Digital Health and Artificial Intelligence Glossary,
30. September 2024,USA Food & Drug Administration FDA,Proposed Rule,"Reclassification Antigen, Antibody, & Nucleic Acid-Based Hepatitis B Assays",
30. September 2024,USA Food & Drug Administration FDA,Guidance,Radiation Control Regulations For Manufacturers of Diagnostic X-Ray Equipment,
30. September 2024,USA Food & Drug Administration FDA,Guidance,Clinical Pharmacology Considerations for Radiolabeled Mass Balance Studies,
23. September 2024,Drug Regulatory Authority of Pakistan,Guidance,Guidelines on National Pharmacovigilance System (Edition 03),
23. September 2024,Egyptian Drug Authority,Guidance,Good Control Practices for Clinical Research,
23. September 2024,European Commission,Corrigendum,Horizontal Cybersecurity Requirements for Products with Digital Elements,
23. September 2024,European Medicines Agency,Notice,European Medicines AgencyÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s RMS Data Protection Notice,
23. September 2024,European Medicines Agency,Guidance,Environmental risk assessmentÃƒâ€šÃ‚ofÃƒâ€šÃ‚medicinal productsÃƒâ€šÃ‚for human use,
23. September 2024,European Medicines Agency,Report,Early dialogue with healthcare professional organisations for marketing authorisation,
23. September 2024,European Medicines Agency,Guidance,"How to create, submit and manage IRIS applications",
23. September 2024,European Medicines Agency,Meeting,"Clinical TrialsÃƒâ€šÃ‚Regulation (CTR) Collaborate Stakeholder meeting, ACT EU",
23. September 2024,European Medicines Agency,Guidance,Guidance for competent authorities on how to highlight VNRAs,
23. September 2024,European Medicines Agency,Paper,Efficacy based on single arm trials submitted as evidence for marketing authorisation,
23. September 2024,European Medicines Agency,Guidance,Pharmaceutical Risk Assessment Committee criteria to prioritise impact research,
23. September 2024,European Medicines Agency,Survey,SME Survey 2024,
23. September 2024,European Medicines Agency,Guidance,Q&A labelling requirements for centrally authorised metered dose inhalers,
23. September 2024,European Medicines Agency,Meeting,Committee for Medicinal Products for Human UseÃƒâ€šÃ‚(CHMP) 16-19 September 2024,
23. September 2024,European Medicines Agency,Guidance,CTIS Evaluation Timelines,
23. September 2024,European Union Agency for Cybersecurity (ENISA),Report,ENISA Threat Landscape 2024,
23. September 2024,"Health Sciences Authority (HSA), Singapore",Consultatiion,"""SHARE"": Your one stop digital portal for Class 2 CTGTP Registration",
23. September 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Wholesalers & manufacturers guidance - Windsor Framework,
23. September 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Established medicines: marketing authorisation application changes,
23. September 2024,Medicines and Healthcare products Regulatory Agency,Policy,MHRA Strategy for Improving Safety Communications,
23. September 2024,"Team Notified Body, Europe",Guidance,Team-NB Code of Conduct for Notified Bodies V5,
23. September 2024,Swissmedic,News,New implementing regulations for submitting Clinical Research Applications,
23. September 2024,Swissmedic,Guidance,Request to review devices that comply with the old legislation,
23. September 2024,Swissmedic,Guidance,Go-live of the SwissGMDP database,
